"Tilda UID";Brand;SKU;Mark;Category;Title;Description;Text;Photo;Price;Quantity;"Price Old";Editions;Modifications;"External ID";"Parent UID";Weight;Length;Width;Height;"SEO title";"SEO descr";"SEO keywords";"FB title";"FB descr"
816519840322;;SH-0017;;;"Набор Шампуров №2 (универсальный) - 17 мм - 10 шт";;;;10000.00;;;"Ширина лезвия:17 мм;Количество шампуров:10 шт;Ширина лезвияяяя:";;C0pUGRt3NGiLTzb7UHKY;881800077172;1480;810;85;40;;;;;
341101058962;;SH-0018;;;"Набор Шампуров №2 (универсальный) - 17 мм - 11 шт";;;;11000.00;;;"Ширина лезвия:17 мм;Количество шампуров:11 шт;Ширина лезвияяяя:";;nyr51oxD3SzzAU9KGC9z;881800077172;1620;810;85;40;;;;;
990817062972;;SH-0019;;;"Набор Шампуров №2 (универсальный) - 21 мм - 6 шт";;;;7200.00;;7800;"Ширина лезвия:21 мм;Количество шампуров:6 шт;Ширина лезвияяяя:";;7zHzrKH7NYebFapSZHeO;881800077172;1050;810;85;40;;;;;
896338402962;;SH-0020;;;"Набор Шампуров №2 (универсальный) - 21 мм - 7 шт";;;;8400.00;;;"Ширина лезвия:21 мм;Количество шампуров:7 шт;Ширина лезвияяяя:";;e3mzKmxOup26esmIYHsI;881800077172;1220;810;85;40;;;;;
159091456102;;SH-0021;;;"Набор Шампуров №2 (универсальный) - 21 мм - 8 шт";;;;9600.00;;;"Ширина лезвия:21 мм;Количество шампуров:8 шт;Ширина лезвияяяя:";;uHR3LnkAgXI3XC3ltXjR;881800077172;1390;810;85;40;;;;;
269195614032;;SH-0022;;;"Набор Шампуров №2 (универсальный) - 21 мм - 9 шт";;;;10800.00;;;"Ширина лезвия:21 мм;Количество шампуров:9 шт;Ширина лезвияяяя:";;v65hosFuJe5CZNzDcZLn;881800077172;1560;810;85;40;;;;;
308278800452;;SH-0023;;;"Набор Шампуров №2 (универсальный) - 21 мм - 10 шт";;;;12000.00;;;"Ширина лезвия:21 мм;Количество шампуров:10 шт;Ширина лезвияяяя:";;T2jH5EsskOmE4ktaLXG6;881800077172;1730;810;85;40;;;;;
726619065342;;SH-0024;;;"Набор Шампуров №2 (универсальный) - 21 мм - 11 шт";;;;13200.00;;;"Ширина лезвия:21 мм;Количество шампуров:11 шт;Ширина лезвияяяя:";;fs8pP7IlNo1X1GJTME7U;881800077172;1900;810;85;40;;;;;
723092898242;"Mangal Craft";;;Шампуры;"Набор Шампуров №6 (комбинированный)";"Заказ от 6 шт<br />Aisi 304 нержавейка";"<strong style=""color: rgb(255, 121, 0);"">Комбинированный набор из 6 шампуров</strong><br /><br />3 шт - внутренняя прорезь прямая<br />3 шт - внутренняя прорезь волнистая<br /><br />Длина 65 см<br />Рабочая поверхность 45 см<br />Ширина 17 мм или 21 мм<br />Ручка не нагревается";https://static.tildacdn.com/stor3437-3365-4532-a161-616231336637/8a4795edd808e304558f0993117e2dc2.png;;;;;"Чехол:Не нужен;Чехол-сумка для шампуров 800 руб.=+800";4XGptni2uk6laFlmyP7Y;;0;0;0;0;"Набор Шампуров №6 (комбинированный)";"3 шт - внутренняя прорезь прямая, 3 шт - внутренняя прорезь волнистая. Для шашлыка, люля кебаба";"купить шампуры, набор шампуров цена, шампур цена, купить шампура для шашлыка, шампур люля купить";;
983296119132;;SH-0052;;;"Набор Шампуров №6 (комбинированный) - 17 мм - 6 шт";;;;6000.00;;;"Ширина лезвия:17 мм;Количество шампуров:6 шт";;iBrPbtGTzTyHG3KTBuZi;723092898242;920;810;85;40;;;;;
347732815092;;SH-0053;;;"Набор Шампуров №6 (комбинированный) - 17 мм - 7 шт";;;;7000.00;;;"Ширина лезвия:17 мм;Количество шампуров:7 шт";;gbKfRN3b3iEUvBvYk3if;723092898242;1060;810;85;40;;;;;
787508877882;;SH-0054;;;"Набор Шампуров №6 (комбинированный) - 17 мм - 8 шт";;;;8000.00;;;"Ширина лезвия:17 мм;Количество шампуров:8 шт";;Ck3irG0cfMvzb0bdTjCF;723092898242;1200;810;85;40;;;;;
205130266612;;SH-0055;;;"Набор Шампуров №6 (комбинированный) - 17 мм - 9 шт";;;;9000.00;;;"Ширина лезвия:17 мм;Количество шампуров:9 шт";;5iPHPxtia8R5O5ScZIrG;723092898242;1340;810;85;40;;;;;
699124000702;;SH-0056;;;"Набор Шампуров №6 (комбинированный) - 17 мм - 10 шт";;;;10000.00;;;"Ширина лезвия:17 мм;Количество шампуров:10 шт";;uuhnS14ukaFR6EjdUPJD;723092898242;1480;810;85;40;;;;;
780971815262;;SH-0057;;;"Набор Шампуров №6 (комбинированный) - 17 мм - 11 шт";;;;11000.00;;;"Ширина лезвия:17 мм;Количество шампуров:11 шт";;4IdyYhUuhJAjUPPRdSEz;723092898242;1620;810;85;40;;;;;
550237262462;;SH-0058;;;"Набор Шампуров №6 (комбинированный) - 21 мм - 6 шт";;;;7200.00;;;"Ширина лезвия:21 мм;Количество шампуров:6 шт";;4VS7uh3dnUPKAVhS8K1y;723092898242;1050;810;85;40;;;;;
781988873972;;SH-0059;;;"Набор Шампуров №6 (комбинированный) - 21 мм - 7 шт";;;;8400.00;;;"Ширина лезвия:21 мм;Количество шампуров:7 шт";;IAfCu12Hdds8MEHSo3Yn;723092898242;1220;810;85;40;;;;;
928859251582;;SH-0060;;;"Набор Шампуров №6 (комбинированный) - 21 мм - 8 шт";;;;9600.00;;;"Ширина лезвия:21 мм;Количество шампуров:8 шт";;FhTGKo5Rfy0kCskn8pMb;723092898242;1390;810;85;40;;;;;
287258384552;;SH-0061;;;"Набор Шампуров №6 (комбинированный) - 21 мм - 9 шт";;;;10800.00;;;"Ширина лезвия:21 мм;Количество шампуров:9 шт";;9kv5o9osgk9sM3yCnfpo;723092898242;1560;810;85;40;;;;;
818556741862;;SH-0062;;;"Набор Шампуров №6 (комбинированный) - 21 мм - 10 шт";;;;12000.00;;;"Ширина лезвия:21 мм;Количество шампуров:10 шт";;bdkZPKXa6BxnFcuNYPZv;723092898242;1730;810;85;40;;;;;
187882906002;;SH-0063;;;"Набор Шампуров №6 (комбинированный) - 21 мм - 11 шт";;;;13200.00;;;"Ширина лезвия:21 мм;Количество шампуров:11 шт";;3l8JA2yCZ9ZXpLLBsp7I;723092898242;1900;810;85;40;;;;;
509496324502;"Mangal Craft";;;Шампуры;"Набор Шампуров №5 (для лаваша и люля)";"Заказ от 2 шт<br />Aisi 304 нержавейка";"<strong style=""color: rgb(255, 121, 0);"">Предназначен для приготовления люля-кебаба, лаваша, хачапури.</strong> <br />Свои функции выполняет отлично<br /><br />Длина 65 см<br />Ширина 30 см<br />Рабочая поверхность 45 см<br />Толщина от 2 мм до 3 мм<br />Ручки металлические не нагреваются";https://static.tildacdn.com/stor6330-3534-4332-a431-616166313939/f844b4c8e440112d97a6a9a6896d719d.png;;;;;"Чехол:Не нужен;Чехол-сумка для шампуров 800 руб.=+800";8R6yAlIHGrYpHgsOKCNk;;0;0;0;0;"Набор Шампуров №5 (для лаваша и люля)";"Предназначен для приготовления люля-кебаба, лаваша, хачапури.";"купить шампуры, набор шампуров цена, шампур цена, купить шампура для лаваша, шампур люля купить, купить шампура для хачапури";;
660575628992;;SH-0043;;;"Набор Шампуров №5 (для лаваша и люля) - 2 шт";;;;3000.00;;;"Количество шампуров:2 шт";;Z1eIB83tEMJytbesIpYP;509496324502;500;810;85;40;;;;;
641485941652;;SH-0044;;;"Набор Шампуров №5 (для лаваша и люля) - 3 шт";;;;4500.00;;;"Количество шампуров:3 шт";;tPmMb3sTUNLUZsCVHr0A;509496324502;700;810;85;40;;;;;
206949182782;;SH-0045;;;"Набор Шампуров №5 (для лаваша и люля) - 4 шт";;;;6000.00;;;"Количество шампуров:4 шт";;ev56jE13SPU29LxDA72K;509496324502;900;810;85;40;;;;;
389015786432;;SH-0046;;;"Набор Шампуров №5 (для лаваша и люля) - 5 шт";;;;7500.00;;;"Количество шампуров:5 шт";;XhUJ14XZ8fk3YgpdzvMs;509496324502;1100;810;85;40;;;;;
214851238872;;SH-0047;;;"Набор Шампуров №5 (для лаваша и люля) - 6 шт";;;;9000.00;;;"Количество шампуров:6 шт";;Fi0f2zrEePyIkukrnEjO;509496324502;1300;810;85;40;;;;;
214081501362;;SH-0048;;;"Набор Шампуров №5 (для лаваша и люля) - 7 шт";;;;10500.00;;;"Количество шампуров:7 шт";;8YAAV6BL10GRygL9Ihx5;509496324502;1500;810;85;40;;;;;
133266869492;;SH-0049;;;"Набор Шампуров №5 (для лаваша и люля) - 8 шт";;;;12000.00;;;"Количество шампуров:8 шт";;ntUF7iz0DlM8vRIM1D4t;509496324502;1700;810;85;40;;;;;
575847356012;;SH-0050;;;"Набор Шампуров №5 (для лаваша и люля) - 9 шт";;;;13500.00;;;"Количество шампуров:9 шт";;XbFUcB26PomRsug8df25;509496324502;1900;810;85;40;;;;;
916520801732;;SH-0051;;;"Набор Шампуров №5 (для лаваша и люля) - 10 шт";;;;15000.00;;;"Количество шампуров:10 шт";;18jo88ua9tuPRFTUi80L;509496324502;2000;810;85;40;;;;;
571497369182;"Mangal Craft";;;Шампуры;"Набор Шампуров №4 (компаньон)";"Заказ от 6 шт<br />Aisi 304 нержавейка";"<strong style=""color: rgb(255, 121, 0);"">Предназначен для грибов, картофеля, мяса и тд.</strong><br /><br />Общая длина 55 см<br />Рабочая поверхность 40 см<br />Ширина 6 мм<br />Толщина 2 мм";https://static.tildacdn.com/stor6330-6433-4332-a339-366637383837/4122042e83cab478c95c7e7f2ed44674.png;;;;;"Чехол:Не нужен;Чехол-сумка для шампуров 800 руб.=+800";NPypaIPxhF8pvpFtj20T;;0;0;0;0;"Набор Шампуров №4 (компаньон)";"Предназначен для грибов, картофеля, мяса и тд.";"купить шампуры, набор шампуров цена, шампур цена, купить шампура для картофеля, шампур грибов купить";;
660652597712;;SH-0037;;;"Набор Шампуров №4 (компаньон) - 6 шт";;;;4800.00;;;"Количество шампуров:6 шт";;fH1nGpaOkB2VfVvlXa7m;571497369182;700;810;85;40;;;;;
316299430422;;SH-0038;;;"Набор Шампуров №4 (компаньон) - 7 шт";;;;5600.00;;;"Количество шампуров:7 шт";;EJy8ohe2crSZOAeoR26o;571497369182;800;810;85;40;;;;;
489804172422;;SH-0039;;;"Набор Шампуров №4 (компаньон) - 8 шт";;;;6400.00;;;"Количество шампуров:8 шт";;DNlVM2MXSK1t8Gof0XPp;571497369182;900;810;85;40;;;;;
175078244902;;SH-0040;;;"Набор Шампуров №4 (компаньон) - 9 шт";;;;7200.00;;;"Количество шампуров:9 шт";;pGRoZps6nFKR6D1auGUi;571497369182;1000;810;85;40;;;;;
116515570952;;SH-0041;;;"Набор Шампуров №4 (компаньон) - 10 шт";;;;8000.00;;;"Количество шампуров:10 шт";;vV830kYRYPuOT6M0F8sy;571497369182;1100;810;85;40;;;;;
705217887412;;SH-0042;;;"Набор Шампуров №4 (компаньон) - 11 шт";;;;8800.00;;;"Количество шампуров:11 шт";;b8rXfTc4lXyslIMp2gZx;571497369182;1200;810;85;40;;;;;
310843899892;"Mangal Craft";;;Шампуры;"Набор Шампуров №3 (для тандыра)";"Заказ от 6 шт<br />Aisi 304 нержавейка";"<strong style=""color: rgb(255, 121, 0);"">Для люля-кебаба и шашлыка</strong><strong style=""color: rgb(255, 150, 0);""> </strong><br /><br />-наружная прорезь волнистая<br />-внутренняя прорезь волнистая <br />(Специально для тандыра, фарш в вертикальном положении не спадает)<br />-люля-кебаб отлично держится на шампуре <br /><br />Общая длина 65см<br />Рабочая поверхность 45см<br />Ширина 17 мм или 21 мм<br />Толщина от 2 мм до 3 мм<br />Ручка не нагревается";https://static.tildacdn.com/stor3833-6236-4230-a664-313937376632/c535758a5bc898a5d3f869ddb4e22853.png;;;;;"Чехол:Не нужен;Чехол-сумка для шампуров 800 руб.=+800";zirKRgFlMgDMbo7RTBKm;;0;0;0;0;"Набор Шампуров №3 (для тандыра)";"Специально для тандыра, фарш в вертикальном положении не спадает";"купить шампуры, набор шампуров цена, шампур цена, купить шампура для шашлыка, шампур для тандыра купить";;
716578762602;;SH-0025;;;"Набор Шампуров №3 (для тандыра) - 17 мм - 6 шт";;;;6000.00;;;"Ширина лезвия:17 мм;Количество шампуров:6 шт";;zgR7CZ359S0CFYTLZO3u;310843899892;920;810;85;40;;;;;
210641550682;;SH-0026;;;"Набор Шампуров №3 (для тандыра) - 17 мм - 7 шт";;;;7000.00;;;"Ширина лезвия:17 мм;Количество шампуров:7 шт";;6b5iKf6917GVAfhTSXDD;310843899892;1060;810;85;40;;;;;
805534503062;;SH-0027;;;"Набор Шампуров №3 (для тандыра) - 17 мм - 8 шт";;;;8000.00;;;"Ширина лезвия:17 мм;Количество шампуров:8 шт";;BuURxCBXMKHLaUjlCmnj;310843899892;1200;810;85;40;;;;;
929766178622;;SH-0028;;;"Набор Шампуров №3 (для тандыра) - 17 мм - 9 шт";;;;9000.00;;;"Ширина лезвия:17 мм;Количество шампуров:9 шт";;LGuROaG3LZNIJj7BcBoF;310843899892;1340;810;85;40;;;;;
564823790212;;SH-0029;;;"Набор Шампуров №3 (для тандыра) - 17 мм - 10 шт";;;;10000.00;;;"Ширина лезвия:17 мм;Количество шампуров:10 шт";;xSUEbv5sAdJmAgvA9fGT;310843899892;1480;810;85;40;;;;;
330051978732;;SH-0030;;;"Набор Шампуров №3 (для тандыра) - 17 мм - 11 шт";;;;11000.00;;;"Ширина лезвия:17 мм;Количество шампуров:11 шт";;aIJZag29B9bL6h9eSJki;310843899892;1620;810;85;40;;;;;
558719475252;;SH-0031;;;"Набор Шампуров №3 (для тандыра) - 21 мм - 6 шт";;;;7200.00;;7800;"Ширина лезвия:21 мм;Количество шампуров:6 шт";;Z8GIse7cEFEGUraT5I2D;310843899892;1050;810;85;40;;;;;
489943676242;;SH-0032;;;"Набор Шампуров №3 (для тандыра) - 21 мм - 7 шт";;;;8400.00;;;"Ширина лезвия:21 мм;Количество шампуров:7 шт";;8dS7JyjaSys5AJxjCzeL;310843899892;1220;810;85;40;;;;;
283034741442;;SH-0033;;;"Набор Шампуров №3 (для тандыра) - 21 мм - 8 шт";;;;9600.00;;;"Ширина лезвия:21 мм;Количество шампуров:8 шт";;thee39zHvcVB4ykfdfic;310843899892;1390;810;85;40;;;;;
279869347862;;SH-0034;;;"Набор Шампуров №3 (для тандыра) - 21 мм - 9 шт";;;;10800.00;;;"Ширина лезвия:21 мм;Количество шампуров:9 шт";;MYrcrJzmx6bFi0xJibsU;310843899892;1560;810;85;40;;;;;
225944179872;;SH-0035;;;"Набор Шампуров №3 (для тандыра) - 21 мм - 10 шт";;;;12000.00;;;"Ширина лезвия:21 мм;Количество шампуров:10 шт";;Zcmy8eekE43o2ruvemDb;310843899892;1730;810;85;40;;;;;
246739982452;;SH-0036;;;"Набор Шампуров №3 (для тандыра) - 21 мм - 11 шт";;;;13200.00;;;"Ширина лезвия:21 мм;Количество шампуров:11 шт";;KfJLBub4FBSDoa7VmvVS;310843899892;1900;810;85;40;;;;;
614634470372;"Mangal Craft";;;Шампуры;"Набор Шампуров №7 (комбинированный)";"Заказ от 6 шт<br />Aisi 304 нержавейка";"<strong style=""color: rgb(255, 121, 0);"">Комбинированный набор из 6 шампуров</strong><br /><br />3 шт - внутренняя прорезь прямая<br />3 шт - внутренняя прорезь волнистая, лезвие волнистое<br /><br />Длина 65 см<br />Рабочая поверхность 45 см<br />Ширина 17 мм или 21 мм<br />Ручка не нагревается";https://static.tildacdn.com/stor3963-3733-4939-a362-396236336638/2c7fd546a6ee32e5563189b52ca88bb9.png;;;;;"Чехол:Не нужен;Чехол-сумка для шампуров 800 руб.=+800";b8TTZpkGeAbjPGZjlBEm;;0;0;0;0;"Набор Шампуров №7 (комбинированный)";"3 шт - внутренняя прорезь прямая 3 шт - внутренняя прорезь волнистая, лезвие волнистое";"купить шампуры, набор шампуров цена, шампур цена, купить шампура для шашлыка, шампур люля купить";;
198919494542;;SH-0064;;;"Набор Шампуров №7 (комбинированный) - 17 мм - 6 шт";;;;6000.00;;;"Ширина лезвия:17 мм;Количество шампуров:6 шт";;UxrA5pERgSdJtbXPEeIu;614634470372;920;810;85;40;;;;;
718775057282;;SH-0065;;;"Набор Шампуров №7 (комбинированный) - 17 мм - 7 шт";;;;7000.00;;;"Ширина лезвия:17 мм;Количество шампуров:7 шт";;UhIiEuYGlCB0tSgKmJdX;614634470372;1060;810;85;40;;;;;
816607062722;;SH-0066;;;"Набор Шампуров №7 (комбинированный) - 17 мм - 8 шт";;;;8000.00;;;"Ширина лезвия:17 мм;Количество шампуров:8 шт";;GBuKepheeYFc8XBHFduM;614634470372;1200;810;85;40;;;;;
945898678352;;SH-0067;;;"Набор Шампуров №7 (комбинированный) - 17 мм - 9 шт";;;;9000.00;;;"Ширина лезвия:17 мм;Количество шампуров:9 шт";;8PxIIUdVG8mhNzrdYNOs;614634470372;1340;810;85;40;;;;;
960292171262;;SH-0068;;;"Набор Шампуров №7 (комбинированный) - 17 мм - 10 шт";;;;10000.00;;;"Ширина лезвия:17 мм;Количество шампуров:10 шт";;ATLJ96pUTYR8V1rgY8Zv;614634470372;1480;810;85;40;;;;;
377327374212;;SH-0069;;;"Набор Шампуров №7 (комбинированный) - 17 мм - 11 шт";;;;11000.00;;;"Ширина лезвия:17 мм;Количество шампуров:11 шт";;BTmUERLni97Cka4ZRoMj;614634470372;1620;810;85;40;;;;;
186653060872;;SH-0070;;;"Набор Шампуров №7 (комбинированный) - 21 мм - 6 шт";;;;7200.00;;;"Ширина лезвия:21 мм;Количество шампуров:6 шт";;Nsjc4oAubOyEnal9hlvG;614634470372;1050;810;85;40;;;;;
509365951892;;SH-0071;;;"Набор Шампуров №7 (комбинированный) - 21 мм - 7 шт";;;;8400.00;;;"Ширина лезвия:21 мм;Количество шампуров:7 шт";;OEJAFaTP2U6FevN772AU;614634470372;1220;810;85;40;;;;;
779499649522;;SH-0072;;;"Набор Шампуров №7 (комбинированный) - 21 мм - 8 шт";;;;9600.00;;;"Ширина лезвия:21 мм;Количество шампуров:8 шт";;6uzVC32YDj39jltvDlGU;614634470372;1390;810;85;40;;;;;
222006817832;;SH-0073;;;"Набор Шампуров №7 (комбинированный) - 21 мм - 9 шт";;;;10800.00;;;"Ширина лезвия:21 мм;Количество шампуров:9 шт";;eukrcZOUp3rjyn1vIkXa;614634470372;1560;810;85;40;;;;;
598859890802;;SH-0074;;;"Набор Шампуров №7 (комбинированный) - 21 мм - 10 шт";;;;12000.00;;;"Ширина лезвия:21 мм;Количество шампуров:10 шт";;ycUIoSKGpDGG1ZYIHfy4;614634470372;1730;810;85;40;;;;;
651332089442;;SH-0075;;;"Набор Шампуров №7 (комбинированный) - 21 мм - 11 шт";;;;13200.00;;;"Ширина лезвия:21 мм;Количество шампуров:11 шт";;M6N53UG3Se9MEnSY3cEA;614634470372;1900;810;85;40;;;;;
355138684642;"Mangal Craft";;;Шампуры;"Набор Шампуров №8 (комбинированный)";"Заказ от 6 шт<br />Aisi 304 нержавейка";"<strong style=""color: rgb(255, 121, 0);"">Комбинированный набор из 6 шампуров</strong><br /><br />3 шт - внутренняя прорезь волнистая<br />3 шт - внутренняя прорезь волнистая, лезвие волнистое<br /><br />Длина 65 см<br />Рабочая поверхность 45 см<br />Ширина 17 мм или 21 мм<br />Ручка не нагревается";https://static.tildacdn.com/stor3162-6530-4565-a434-643830353464/af9b200b11d30b0bd810b5cd70c1fd03.png;;;;;"Чехол:Не нужен;Чехол-сумка для шампуров 800 руб.=+800";rzcpkthE9GF8vYPBlnA7;;0;0;0;0;"Набор Шампуров №8 (комбинированный)";"3 шт - внутренняя прорезь волнистая 3 шт - внутренняя прорезь волнистая, лезвие волнистое";"купить шампуры, набор шампуров цена, шампур цена, купить шампура для шашлыка, шампур люля купить";;
771577553672;;SH-0076;;;"Набор Шампуров №8 (комбинированный) - 17 мм - 6 шт";;;;6000.00;;;"Ширина лезвия:17 мм;Количество шампуров:6 шт";;97y2ITakS18lK21UnxnJ;355138684642;920;810;85;40;;;;;
903371241642;;SH-0077;;;"Набор Шампуров №8 (комбинированный) - 17 мм - 7 шт";;;;7000.00;;;"Ширина лезвия:17 мм;Количество шампуров:7 шт";;D2y1t14It5heHA97XPU4;355138684642;1060;810;85;40;;;;;
602653662232;;SH-0078;;;"Набор Шампуров №8 (комбинированный) - 17 мм - 8 шт";;;;8000.00;;;"Ширина лезвия:17 мм;Количество шампуров:8 шт";;p00gSv4JbyiUOhdDkIVi;355138684642;1200;810;85;40;;;;;
352281189762;;SH-0079;;;"Набор Шампуров №8 (комбинированный) - 17 мм - 9 шт";;;;9000.00;;;"Ширина лезвия:17 мм;Количество шампуров:9 шт";;KBB9ySKveOxSoumYC0Oa;355138684642;1340;810;85;40;;;;;
306877408862;;SH-0080;;;"Набор Шампуров №8 (комбинированный) - 17 мм - 10 шт";;;;10000.00;;;"Ширина лезвия:17 мм;Количество шампуров:10 шт";;7xGTEXLulxnB2iAIRKIk;355138684642;1480;810;85;40;;;;;
769121519202;;SH-0081;;;"Набор Шампуров №8 (комбинированный) - 17 мм - 11 шт";;;;11000.00;;;"Ширина лезвия:17 мм;Количество шампуров:11 шт";;D6OVRxRFN6HnYIdOfcEH;355138684642;1620;810;85;40;;;;;
467083396562;;SH-0082;;;"Набор Шампуров №8 (комбинированный) - 21 мм - 6 шт";;;;7200.00;;7800;"Ширина лезвия:21 мм;Количество шампуров:6 шт";;D5sm3l24zExxcHGsoZoD;355138684642;1050;810;85;40;;;;;
219237309892;;SH-0083;;;"Набор Шампуров №8 (комбинированный) - 21 мм - 7 шт";;;;8400.00;;;"Ширина лезвия:21 мм;Количество шампуров:7 шт";;YaSMnLFEXmJfgAujolKD;355138684642;1220;810;85;40;;;;;
629189619712;;SH-0084;;;"Набор Шампуров №8 (комбинированный) - 21 мм - 8 шт";;;;9600.00;;;"Ширина лезвия:21 мм;Количество шампуров:8 шт";;yC8HJMZAMRmDYJ5tHmtO;355138684642;1390;810;85;40;;;;;
547272597762;;SH-0085;;;"Набор Шампуров №8 (комбинированный) - 21 мм - 9 шт";;;;10800.00;;;"Ширина лезвия:21 мм;Количество шампуров:9 шт";;N3hY3bjf3tU6esPA59eF;355138684642;1560;810;85;40;;;;;
977579387612;;SH-0086;;;"Набор Шампуров №8 (комбинированный) - 21 мм - 10 шт";;;;12000.00;;;"Ширина лезвия:21 мм;Количество шампуров:10 шт";;H3XyMTxKFTT8Y1gbXneo;355138684642;1730;810;85;40;;;;;
147281587372;;SH-0087;;;"Набор Шампуров №8 (комбинированный) - 21 мм - 11 шт";;;;13200.00;;;"Ширина лезвия:21 мм;Количество шампуров:11 шт";;3zevS6ZApST8Cb1fPLph;355138684642;1900;810;85;40;;;;;
464479817622;;BG-0001;;Чехол;"Чехол для шампуров";Тканевый;"Чехол для шампуров<br />-Длина чехла 80 см<br />-Материал плотный -водостойкий<br />-Чехол с двумя ручками <br />-Застегивается на молнию<br />-Вместимость до 40 шампуров";https://static.tildacdn.com/stor3633-6639-4334-b735-653562663334/e7c43107effd3f008aa5d1653fca55c3.png;800.00;;;;;yiZk4iNTf6DICUiluDLm;;300;800;200;200;"Чехол-сумка для шапуров";"Материал плотный -водостойкий. Длина чехла 80 см";"купить чехол для шампуров, сумка под шампуры";;
888324538682;"Mangal Craft";;;Шампуры;"Набор Шампуров №9 (комбинированный)";"Заказ от 9 шт<br />Aisi 304 нержавейка";"<strong>Комбинированный набор из 9 шампуров</strong><br /><br />3 шт - внутренняя прорезь волнистая, лезвие плоское<br />3 шт - внутренняя прорезь волнистая, лезвие волнистое<br />3 шт - внутренняя прорезь плоская, лезвие плоское<br /><br />Длина 65 см<br />Рабочая поверхность 45 см<br />Ширина 17 мм или 21 мм<br />Ручка не нагревается";https://static.tildacdn.com/stor6466-6461-4539-a661-363164346561/984c9b2ce525e18dcff805abc4bb7aea.png;;;;;"Чехол:Не нужен;Чехол-сумка для шампуров 800 руб.=+800";Cn2stUXttzCFsRxYL1eS;;0;0;0;0;"Набор Шампуров №9 (комбинированный)";"3 шт - внутренняя прорезь волнистая, лезвие плоское 3 шт - внутренняя прорезь волнистая, лезвие волнистое 3 шт - внутренняя прорезь плоская, лезвие плоское";"купить шампуры, набор шампуров цена, шампур цена, купить шампура для шашлыка, шампур люля купить";;
343343903652;;SH-0088;;;"Набор Шампуров №9 (комбинированный) - 17 мм - 9 шт";;;;9000.00;;;"Ширина лезвия:17 мм;Количество шампуров:9 шт";;hoCv4YJOJOExCEUCPBay;888324538682;1340;810;85;40;;;;;
304953683172;;SH-0089;;;"Набор Шампуров №9 (комбинированный) - 17 мм - 10 шт";;;;10000.00;;;"Ширина лезвия:17 мм;Количество шампуров:10 шт";;a22g3EZpKssimINIU48t;888324538682;1480;810;85;40;;;;;
140041919972;;SH-0090;;;"Набор Шампуров №9 (комбинированный) - 17 мм - 11 шт";;;;11000.00;;;"Ширина лезвия:17 мм;Количество шампуров:11 шт";;oJz0KjL1gKhfldeFcC2L;888324538682;1620;810;85;40;;;;;
122999777792;;SH-0091;;;"Набор Шампуров №9 (комбинированный) - 17 мм - 12 шт";;;;12000.00;;;"Ширина лезвия:17 мм;Количество шампуров:12 шт";;IeNMtZLCoYCnPPe3zn20;888324538682;1800;810;85;40;;;;;
731062079732;;SH-0092;;;"Набор Шампуров №9 (комбинированный) - 17 мм - 13 шт";;;;13000.00;;;"Ширина лезвия:17 мм;Количество шампуров:13 шт";;8E5IgRKaniP6xKPYuyya;888324538682;1950;810;85;40;;;;;
151189486682;;SH-0093;;;"Набор Шампуров №9 (комбинированный) - 17 мм - 14 шт";;;;14000.00;;;"Ширина лезвия:17 мм;Количество шампуров:14 шт";;XAo81oM4A9YzHSbY1Xsa;888324538682;2100;810;85;40;;;;;
643587422062;;SH-0094;;;"Набор Шампуров №9 (комбинированный) - 17 мм - 15 шт";;;;15000.00;;;"Ширина лезвия:17 мм;Количество шампуров:15 шт";;aOI0Lsz3TdedDB78L3GG;888324538682;2250;810;85;40;;;;;
694680217472;;SH-0095;;;"Набор Шампуров №9 (комбинированный) - 21 мм - 9 шт";;;;10800.00;;11700;"Ширина лезвия:21 мм;Количество шампуров:9 шт";;YlRLk4l8ejgJFA63faUr;888324538682;1560;810;85;40;;;;;
111243357212;;SH-0096;;;"Набор Шампуров №9 (комбинированный) - 21 мм - 10 шт";;;;12000.00;;;"Ширина лезвия:21 мм;Количество шампуров:10 шт";;CDKmO7xbAypVZyrcTx3z;888324538682;1730;810;85;40;;;;;
685104700572;;SH-0097;;;"Набор Шампуров №9 (комбинированный) - 21 мм - 11 шт";;;;13200.00;;;"Ширина лезвия:21 мм;Количество шампуров:11 шт";;LN5POksoRCnnyIf7nEL8;888324538682;1900;810;85;40;;;;;
763077678022;;SH-0098;;;"Набор Шампуров №9 (комбинированный) - 21 мм - 12 шт";;;;14400.00;;;"Ширина лезвия:21 мм;Количество шампуров:12 шт";;hEmCMtHR7DrXfHebLPsx;888324538682;2100;810;85;40;;;;;
943175984172;;SH-0099;;;"Набор Шампуров №9 (комбинированный) - 21 мм - 13 шт";;;;15600.00;;;"Ширина лезвия:21 мм;Количество шампуров:13 шт";;doKu9Gh3EeRMRJOD2E1p;888324538682;2300;810;85;40;;;;;
165549038752;;SH-0100;;;"Набор Шампуров №9 (комбинированный) - 21 мм - 14 шт";;;;16800.00;;;"Ширина лезвия:21 мм;Количество шампуров:14 шт";;AaCyxrl2kHy6H4GkAdIz;888324538682;2500;810;85;40;;;;;
561737077192;;SH-0101;;;"Набор Шампуров №9 (комбинированный) - 21 мм - 15 шт";;;;18000.00;;;"Ширина лезвия:21 мм;Количество шампуров:15 шт";;F3sryAHTy3zmVy7Di0C5;888324538682;2700;810;85;40;;;;;
